store_id,date,labor_hours,labor_cost
21,11/15/2025,27,513
7,9/25/2025,61,1037
24,8/7/2025,48,864
10,5/21/2025,27,675
18,7/28/2025,64,1152
12,3/2/2025,55,935
25,7/20/2025,40,760
3,10/24/2025,34,646
23,6/6/2025,34,714
8,9/1/2025,64,1280
4,9/10/2025,62,1178
9,5/9/2025,54,1242
3,5/31/2025,39,858
11,9/15/2025,32,512
12,7/9/2025,57,969
23,7/30/2025,49,882
14,5/3/2025,63,1512
9,4/2/2025,36,540
20,6/10/2025,50,900
2,12/26/2025,56,896
15,11/4/2025,62,1488
5,8/14/2025,64,1344
5,2/6/2025,39,897
21,1/4/2025,56,1008
18,9/9/2025,30,540
15,12/30/2025,42,756
15,11/2/2025,42,798
16,4/23/2025,58,1218
6,2/25/2025,27,567
18,6/2/2025,61,1220
11,12/8/2025,53,1325
20,8/10/2025,32,512
17,5/31/2025,27,621
3,10/6/2025,54,1242
12,3/26/2025,42,1008
6,11/4/2025,37,814
4,6/6/2025,60,960
2,12/26/2025,32,544
21,3/20/2025,38,646
17,9/28/2025,39,858
9,12/22/2025,59,1357
10,6/25/2025,38,836
25,11/10/2025,45,1125
3,1/29/2025,30,660
1,4/15/2025,42,1008
10,8/3/2025,58,1102
24,2/26/2025,44,1012
8,4/28/2025,60,1080
6,1/2/2025,44,880
18,2/20/2025,62,1488
18,11/9/2025,51,1173
12,8/22/2025,31,589
22,11/6/2025,59,1062
17,1/19/2025,46,828
21,5/8/2025,27,486
3,9/10/2025,48,1200
5,2/26/2025,56,840
20,1/31/2025,24,600
9,12/29/2025,61,1403
12,10/1/2025,46,874
23,3/27/2025,46,690
22,2/18/2025,33,726
20,5/5/2025,40,800
24,7/23/2025,30,570
4,12/10/2025,45,945
17,12/24/2025,32,608
23,11/9/2025,58,928
14,7/22/2025,27,648
15,8/20/2025,27,540
17,2/8/2025,60,1440
5,6/8/2025,36,684
16,6/2/2025,51,1275
11,11/29/2025,58,1044
25,10/26/2025,53,1325
22,8/21/2025,33,627
7,8/2/2025,46,736
2,2/20/2025,29,522
2,8/9/2025,35,735
1,11/30/2025,27,486
6,2/22/2025,45,945
1,8/15/2025,27,405
12,7/15/2025,25,400
13,7/9/2025,26,572
7,6/16/2025,36,900
20,10/2/2025,31,589
22,11/16/2025,34,578
12,9/10/2025,57,1425
9,5/17/2025,46,782
15,6/21/2025,61,1342
11,11/12/2025,43,731
2,8/9/2025,41,820
7,9/25/2025,56,1400
20,12/23/2025,39,975
20,12/11/2025,47,987
14,5/12/2025,29,609
13,3/20/2025,44,1100
14,2/23/2025,63,1008
3,7/30/2025,39,624
17,9/20/2025,26,468
11,3/27/2025,42,630
24,7/13/2025,39,858
24,5/4/2025,62,1054
13,4/22/2025,58,928
10,5/25/2025,37,592
3,10/17/2025,64,960
24,4/27/2025,60,1440
19,5/27/2025,28,700
7,6/28/2025,52,1300
25,8/26/2025,60,1500
7,4/6/2025,25,425
18,3/4/2025,39,819
22,4/17/2025,36,684
16,7/23/2025,30,720
21,5/11/2025,55,1320
15,12/18/2025,63,1134
15,9/23/2025,33,825
21,7/24/2025,26,390
24,10/25/2025,39,741
16,3/21/2025,45,765
21,10/31/2025,64,1344
19,4/9/2025,58,1160
2,8/10/2025,29,580
5,10/18/2025,44,1056
23,6/12/2025,41,738
7,9/24/2025,58,1450
22,6/1/2025,46,736
11,7/7/2025,53,848
22,7/24/2025,41,697
7,3/7/2025,53,1325
4,9/15/2025,62,1426
13,6/4/2025,27,432
1,2/27/2025,34,816
13,8/14/2025,63,1197
17,7/13/2025,46,690
7,9/20/2025,38,950
9,7/11/2025,46,1150
17,4/24/2025,24,408
24,2/1/2025,46,782
17,5/21/2025,28,644
2,1/27/2025,43,688
5,11/7/2025,50,800
3,1/23/2025,51,918
12,8/24/2025,29,696
5,10/1/2025,43,817
24,3/31/2025,35,735
17,8/7/2025,64,1344
22,8/28/2025,33,792
25,8/21/2025,30,510
25,4/21/2025,30,600
23,6/1/2025,58,1392
19,7/17/2025,34,578
22,9/16/2025,62,1550
17,7/5/2025,63,1008
24,2/24/2025,33,726
6,8/20/2025,36,792
14,11/24/2025,40,600
13,9/30/2025,25,575
21,12/14/2025,53,848
12,8/19/2025,49,1127
7,6/25/2025,38,798
7,1/7/2025,61,976
8,12/13/2025,31,589
5,6/14/2025,45,765
4,4/17/2025,30,660
22,11/5/2025,51,918
4,3/9/2025,33,726
10,5/26/2025,54,1134
12,4/26/2025,36,648
14,2/2/2025,38,950
17,12/2/2025,40,720
12,9/28/2025,56,1120
10,5/4/2025,50,1200
9,8/12/2025,50,1050
5,7/17/2025,33,561
19,10/15/2025,33,627
20,2/23/2025,32,480
4,7/27/2025,55,935
14,4/5/2025,44,1056
5,11/14/2025,49,1029
23,1/27/2025,37,703
22,10/5/2025,33,528
22,9/12/2025,26,468
19,8/14/2025,42,630
18,11/20/2025,46,828
17,1/1/2025,55,1100
24,1/27/2025,29,580
6,2/9/2025,54,918
11,10/16/2025,62,1426
8,11/28/2025,45,1080
20,8/2/2025,64,1152
15,9/22/2025,52,1196
2,2/25/2025,34,646
23,1/6/2025,45,810
3,8/5/2025,62,1178
18,10/18/2025,52,1196
17,5/2/2025,35,805
21,12/26/2025,62,1054
12,12/25/2025,44,924
5,3/31/2025,40,920
16,9/24/2025,48,1008
11,6/1/2025,26,650
18,4/20/2025,45,945
3,8/17/2025,62,1054
20,12/27/2025,38,760
12,7/26/2025,41,697
11,2/12/2025,61,1037
22,8/10/2025,34,578
19,2/1/2025,41,615
25,10/21/2025,24,504
10,5/8/2025,52,1040
21,5/31/2025,60,1500
15,11/14/2025,58,1334
23,9/25/2025,34,612
1,1/4/2025,38,646
12,8/24/2025,40,760
15,1/2/2025,57,1311
14,10/4/2025,25,475
11,12/6/2025,51,1224
12,6/27/2025,38,608
3,1/1/2025,63,1260
3,11/16/2025,54,1080
4,11/24/2025,64,1024
23,4/14/2025,37,814
17,10/17/2025,31,682
15,11/10/2025,51,1020
16,10/31/2025,55,1265
23,6/15/2025,40,840
11,11/8/2025,32,800
18,11/29/2025,42,630
12,8/1/2025,32,800
2,4/1/2025,34,714
19,9/10/2025,38,760
3,12/8/2025,58,1450
21,10/9/2025,29,725
21,4/21/2025,49,882
20,12/23/2025,37,703
2,3/15/2025,35,875
10,2/16/2025,46,1058
3,5/15/2025,33,660
21,1/5/2025,32,608
2,2/15/2025,49,784
3,11/7/2025,61,1281
4,3/11/2025,33,759
5,1/26/2025,26,390
23,9/15/2025,59,1180
21,4/14/2025,59,1121
20,2/16/2025,43,903
8,7/1/2025,35,665
19,5/28/2025,47,1175
1,10/5/2025,33,825
3,10/12/2025,63,1008
7,11/24/2025,27,567
25,9/10/2025,51,1122
17,2/25/2025,64,1216
24,3/7/2025,62,930
6,1/23/2025,56,1176
15,2/25/2025,59,1298
18,2/26/2025,60,900
15,4/6/2025,48,1104
11,4/28/2025,27,405
18,5/5/2025,26,572
2,5/5/2025,42,1050
21,4/23/2025,49,882
19,9/22/2025,35,560
20,4/29/2025,47,1175
8,1/21/2025,58,928
6,4/15/2025,56,1232
1,11/11/2025,31,744
21,4/21/2025,28,588
14,9/2/2025,56,1120
1,8/16/2025,57,1083
10,11/16/2025,25,500
25,8/5/2025,64,1600
7,8/28/2025,37,814
1,5/31/2025,36,792
11,5/18/2025,25,575
11,11/15/2025,62,992
24,2/16/2025,36,756
15,11/28/2025,31,744
24,8/11/2025,53,1007
9,2/15/2025,50,950
24,12/2/2025,61,976
11,3/4/2025,34,816
18,10/15/2025,28,532
10,3/5/2025,51,816
22,5/10/2025,63,1323
11,6/21/2025,53,1007
14,9/30/2025,56,952
19,5/2/2025,33,660
23,7/8/2025,54,918
4,10/13/2025,35,595
9,7/7/2025,50,950
22,2/7/2025,29,522
16,12/23/2025,55,880
17,1/31/2025,56,1344
10,3/11/2025,39,780
11,1/4/2025,38,874
8,12/11/2025,64,1408
21,3/21/2025,30,450
12,4/27/2025,47,940
19,5/18/2025,24,576
20,4/26/2025,30,450
17,4/26/2025,58,1160
18,1/13/2025,53,795
12,4/26/2025,26,520
16,9/30/2025,49,1078
20,12/31/2025,50,950
4,12/25/2025,41,984
9,1/31/2025,64,1216
23,2/14/2025,37,888
2,9/24/2025,60,960
15,8/2/2025,47,705
17,6/14/2025,60,1380
18,12/24/2025,25,400
19,7/22/2025,55,1320
12,1/31/2025,25,475
19,5/12/2025,56,1008
16,9/1/2025,62,1488
5,3/26/2025,43,1075
11,11/9/2025,64,1408
1,3/16/2025,39,975
11,3/25/2025,59,885
4,5/21/2025,55,990
4,4/2/2025,59,1416
7,9/15/2025,62,1054
23,10/5/2025,34,680
23,10/22/2025,28,476
12,9/18/2025,48,1056
16,10/9/2025,55,1100
2,6/7/2025,40,680
16,4/14/2025,28,476
6,10/13/2025,27,513
23,1/30/2025,55,1375
9,3/11/2025,40,840
3,10/20/2025,24,360
14,10/29/2025,25,425
18,9/25/2025,44,1056
23,5/4/2025,54,918
8,2/27/2025,53,954
16,4/21/2025,61,1464
16,2/21/2025,26,650
24,6/13/2025,55,1375
2,3/12/2025,51,918
15,11/11/2025,29,551
2,5/9/2025,50,1050
12,1/25/2025,49,1225
13,6/29/2025,44,704
20,10/10/2025,59,1298
13,4/23/2025,25,500
4,2/21/2025,48,768
17,2/7/2025,60,1440
23,10/11/2025,55,1375
20,7/18/2025,24,600
11,11/6/2025,26,598
24,10/20/2025,29,580
10,12/25/2025,41,820
3,8/16/2025,38,912
19,6/28/2025,27,567
14,12/14/2025,51,1224
8,5/6/2025,28,420
19,1/18/2025,34,850
24,10/25/2025,64,1344
19,3/5/2025,48,768
19,6/20/2025,44,660
3,7/28/2025,30,750
7,11/18/2025,64,1216
19,11/3/2025,54,810
1,4/5/2025,48,1008
6,10/27/2025,27,621
3,7/3/2025,33,495
14,4/19/2025,31,713
16,6/18/2025,59,1239
25,8/18/2025,44,1100
25,3/15/2025,52,780
6,5/4/2025,25,375
9,1/19/2025,26,598
19,4/16/2025,63,1323
7,9/19/2025,33,528
20,5/17/2025,38,722
6,5/20/2025,40,840
15,4/15/2025,33,528
11,2/14/2025,55,1375
1,7/3/2025,31,651
13,7/20/2025,28,700
20,12/22/2025,28,532
2,8/28/2025,63,1008
3,11/17/2025,28,420
22,8/9/2025,43,731
21,12/29/2025,47,1034
8,6/26/2025,45,720
20,4/22/2025,37,703
25,2/11/2025,59,1475
23,3/17/2025,47,1128
6,10/18/2025,41,820
18,12/19/2025,50,1250
5,1/6/2025,44,968
2,2/15/2025,58,1102
12,4/15/2025,58,1044
14,12/15/2025,43,688
21,8/30/2025,64,960
13,8/20/2025,64,1344
20,2/19/2025,63,1575
3,5/22/2025,39,897
20,3/6/2025,39,741
1,9/22/2025,52,1144
3,1/23/2025,33,627
13,6/18/2025,58,1334
9,2/19/2025,26,468
25,9/19/2025,28,700
3,9/17/2025,45,945
24,4/16/2025,29,435
24,5/21/2025,61,1464
11,3/23/2025,56,1008
17,11/9/2025,28,672
7,6/24/2025,26,390
17,4/30/2025,46,782
10,4/9/2025,25,525
15,10/22/2025,48,912
20,8/28/2025,33,495
15,12/16/2025,59,1475
20,8/10/2025,51,765
9,8/28/2025,51,918
23,3/9/2025,25,550
7,7/8/2025,36,540
20,8/17/2025,29,551
15,3/8/2025,41,779
14,10/13/2025,51,1071
4,6/19/2025,57,969
23,10/2/2025,35,525
6,3/8/2025,63,1071
1,11/17/2025,60,1200
7,7/8/2025,33,726
8,12/11/2025,24,576
18,12/17/2025,41,1025
6,11/10/2025,61,1159
6,1/25/2025,40,840
4,6/12/2025,35,595
12,9/19/2025,30,750
5,4/8/2025,32,512
9,6/5/2025,42,882
6,1/4/2025,41,779
25,9/10/2025,62,1178
10,8/20/2025,26,520
10,1/14/2025,37,814
24,12/1/2025,39,663
4,8/30/2025,46,1104
20,1/20/2025,25,550
13,12/5/2025,28,588
2,6/9/2025,38,684
23,11/6/2025,60,960
5,1/30/2025,42,714
14,11/24/2025,32,608
8,12/8/2025,63,1575
10,10/18/2025,35,665
6,9/22/2025,26,546
4,1/19/2025,43,946
3,1/27/2025,45,1125
6,12/25/2025,44,748
12,1/4/2025,30,690
7,9/25/2025,50,1050
3,5/3/2025,25,550
18,1/25/2025,38,608
1,4/12/2025,40,800
12,7/13/2025,51,867
17,10/19/2025,32,704
22,5/18/2025,24,432
10,9/19/2025,40,800
2,10/15/2025,26,468
19,2/14/2025,61,1342
24,9/13/2025,57,969
21,12/21/2025,55,1265
20,5/2/2025,46,966
25,4/2/2025,33,726
12,12/12/2025,35,665
12,10/26/2025,30,570
10,5/25/2025,53,1166
6,8/23/2025,54,810
4,6/9/2025,30,450
1,8/16/2025,32,736
12,11/17/2025,60,1320
3,9/5/2025,56,840
13,8/21/2025,51,816
19,3/12/2025,57,1425
8,4/8/2025,49,1078
4,7/16/2025,33,627
24,10/30/2025,24,456
12,1/8/2025,44,880
12,6/23/2025,28,644
6,10/25/2025,28,448
17,9/5/2025,58,1392
9,1/10/2025,57,1083
25,3/4/2025,61,976
22,3/30/2025,48,960
7,12/16/2025,60,1260
6,12/22/2025,45,855
9,10/3/2025,29,580
25,8/7/2025,28,448
24,7/17/2025,60,1440
20,11/15/2025,64,1472
6,5/3/2025,56,1232
16,11/12/2025,34,850
3,7/31/2025,54,1242
24,2/17/2025,37,888
7,2/17/2025,45,1035
21,10/31/2025,29,551
8,12/2/2025,38,760
4,11/15/2025,36,648
16,9/28/2025,39,741
11,1/29/2025,27,675
14,11/11/2025,32,480
19,3/27/2025,52,1092
24,1/3/2025,30,750
15,11/6/2025,25,600
1,5/23/2025,43,1032
3,7/20/2025,44,1056
11,7/27/2025,38,722
16,4/14/2025,46,1104
11,12/8/2025,43,1032
9,8/26/2025,63,1071
9,2/25/2025,54,1026
25,5/8/2025,51,1224
23,12/23/2025,41,902
13,2/12/2025,48,864
5,12/30/2025,34,544
2,5/14/2025,51,867
3,8/2/2025,56,896
2,11/8/2025,54,1296
13,5/16/2025,46,966
11,10/22/2025,48,912
20,12/11/2025,49,1176
11,1/12/2025,54,918
20,7/21/2025,43,688
13,10/4/2025,49,882
10,5/8/2025,61,976
16,12/7/2025,30,720
2,8/7/2025,43,731
25,9/8/2025,49,1078
7,10/9/2025,40,920
10,6/10/2025,56,952
22,9/17/2025,59,1180
14,9/8/2025,30,660
10,10/19/2025,37,666
8,10/5/2025,48,864
20,5/19/2025,26,520
22,10/21/2025,31,713
3,3/10/2025,26,390
16,6/23/2025,48,1152
18,6/19/2025,41,984
16,12/1/2025,25,625
17,10/2/2025,59,1298
6,1/8/2025,47,987
20,8/16/2025,63,1134
1,12/24/2025,32,736
4,7/27/2025,38,760
17,10/5/2025,48,912
1,9/18/2025,53,1060
21,3/29/2025,34,782
2,11/10/2025,59,1180
11,4/24/2025,56,896
13,2/20/2025,52,1300
1,10/1/2025,32,736
23,7/1/2025,51,1020
6,6/2/2025,45,720
9,2/1/2025,26,650
9,10/5/2025,31,496
11,4/12/2025,60,1380
15,5/31/2025,33,792
17,4/4/2025,64,960
9,5/7/2025,40,960
13,3/23/2025,41,779
15,12/14/2025,39,624
13,2/14/2025,45,900
21,1/29/2025,52,936
12,6/19/2025,40,760
6,3/5/2025,55,1045
11,12/22/2025,38,950
12,5/15/2025,30,690
7,4/1/2025,62,1240
16,3/19/2025,61,1525
17,12/11/2025,51,816
3,1/23/2025,28,588
19,1/24/2025,59,944
3,11/24/2025,37,925
10,11/3/2025,54,1350
10,9/7/2025,44,660
10,7/18/2025,51,867
9,12/21/2025,25,475
16,12/7/2025,57,1026
6,4/26/2025,31,620
17,11/30/2025,59,1121
4,11/10/2025,64,1024
22,2/15/2025,46,920
14,9/4/2025,53,1166
12,8/29/2025,33,528
12,5/9/2025,36,792
1,12/3/2025,50,1050
23,2/21/2025,58,1160
19,5/1/2025,40,600
10,3/27/2025,34,646
22,12/26/2025,56,1008
6,6/12/2025,32,576
15,11/12/2025,31,651
21,8/11/2025,44,1056
20,6/24/2025,56,952
2,4/14/2025,41,984
6,12/13/2025,52,884
20,1/11/2025,25,575
21,6/19/2025,43,903
8,1/14/2025,48,912
14,6/2/2025,55,1100
5,10/21/2025,40,640
16,11/24/2025,48,1104
22,2/14/2025,30,540
24,3/13/2025,24,480
4,12/9/2025,44,968
20,7/5/2025,64,1152
12,4/21/2025,36,828
14,2/20/2025,47,1081
21,9/18/2025,38,570
19,10/21/2025,50,1250
3,2/15/2025,42,840
17,3/7/2025,37,814
20,2/26/2025,51,1173
23,5/13/2025,30,720
17,3/24/2025,61,976
6,1/8/2025,61,1098
12,4/20/2025,52,936
22,6/10/2025,39,819
1,11/19/2025,27,486
16,11/8/2025,25,475
10,8/8/2025,43,1075
24,8/7/2025,61,1159
6,8/9/2025,28,476
24,1/26/2025,49,882
18,11/21/2025,36,828
12,12/4/2025,49,980
11,8/31/2025,50,1200
11,10/30/2025,50,1100
8,7/4/2025,45,900
15,7/4/2025,38,950
1,8/29/2025,60,1020
18,5/26/2025,45,945
17,11/8/2025,46,1058
2,11/6/2025,26,598
20,4/10/2025,63,1260
19,2/20/2025,57,1254
8,8/6/2025,56,1176
22,10/21/2025,28,700
2,9/11/2025,37,814
13,9/16/2025,43,946
4,3/9/2025,57,1083
14,2/17/2025,33,759
1,4/6/2025,30,690
23,7/19/2025,49,1029
7,12/29/2025,42,714
19,7/4/2025,38,798
24,1/31/2025,39,858
22,1/16/2025,33,594
15,5/12/2025,46,690
21,1/28/2025,47,1081
8,3/12/2025,41,943
21,12/21/2025,61,1403
20,1/18/2025,28,532
20,5/23/2025,31,682
7,1/21/2025,28,448
13,1/31/2025,40,920
23,7/23/2025,48,864
13,12/24/2025,35,840
6,8/8/2025,64,960
16,1/8/2025,50,1100
19,7/12/2025,63,945
22,8/31/2025,53,1272
19,4/15/2025,32,800
16,7/18/2025,64,1408
12,6/19/2025,28,532
7,10/1/2025,53,1325
5,2/22/2025,32,480
25,4/15/2025,63,1008
15,12/15/2025,53,1219
23,11/9/2025,36,648
6,7/27/2025,32,704
20,3/31/2025,56,1120
8,2/21/2025,36,648
16,6/14/2025,43,860
7,9/24/2025,55,1210
17,5/9/2025,34,680
19,5/13/2025,63,1323
19,10/7/2025,50,900
11,3/25/2025,42,798
7,11/29/2025,43,774
10,1/1/2025,49,931
12,11/29/2025,38,950
8,8/14/2025,56,1400
2,7/13/2025,60,900
23,3/23/2025,28,700
14,12/22/2025,38,836
3,6/17/2025,55,1100
6,4/2/2025,26,572
12,11/13/2025,62,1302
1,1/28/2025,44,968
8,7/23/2025,31,527
19,2/1/2025,46,874
7,5/10/2025,31,496
13,9/11/2025,32,512
7,3/27/2025,24,432
21,10/12/2025,54,1080
7,11/22/2025,30,720
22,9/24/2025,54,1188
10,10/20/2025,59,944
15,1/21/2025,56,1176
16,4/23/2025,56,1232
5,11/21/2025,30,510
20,10/23/2025,52,884
24,11/26/2025,35,875
20,6/2/2025,54,918
8,10/16/2025,61,1037
5,6/18/2025,37,555
9,7/18/2025,33,594
15,3/6/2025,47,799
2,11/11/2025,50,850
4,8/20/2025,47,799
20,10/18/2025,31,713
4,3/19/2025,41,902
6,4/9/2025,56,1232
8,10/15/2025,48,1200
10,1/1/2025,63,1197
11,12/31/2025,31,713
22,3/26/2025,32,544
2,4/2/2025,48,816
25,8/14/2025,44,1056
22,10/21/2025,35,770
20,6/9/2025,63,1071
13,2/12/2025,56,952
25,10/19/2025,42,840
7,5/27/2025,26,650
21,5/16/2025,45,675
25,10/12/2025,64,1536
16,10/31/2025,59,944
18,11/15/2025,61,1403
13,4/6/2025,44,1056
17,7/30/2025,50,950
5,9/20/2025,33,627
16,6/20/2025,52,1248
24,3/30/2025,52,1196
6,6/26/2025,24,456
9,7/10/2025,50,850
16,2/25/2025,39,624
1,11/7/2025,61,1342
25,5/22/2025,57,1368
12,8/13/2025,39,702
3,10/28/2025,55,825
25,8/26/2025,37,555
14,5/18/2025,45,720
5,5/8/2025,43,1075
12,12/27/2025,29,580
14,6/1/2025,25,600
20,1/13/2025,60,1500
9,5/10/2025,59,944
24,2/6/2025,46,1104
4,9/25/2025,55,935
13,12/2/2025,54,1026
23,6/10/2025,32,736
22,6/5/2025,63,945
8,2/25/2025,51,1122
24,1/20/2025,64,960
18,6/24/2025,26,598
10,3/27/2025,44,792
10,9/12/2025,27,432
24,4/17/2025,59,1180
15,1/30/2025,55,990
11,1/6/2025,28,588
17,12/23/2025,49,1127
25,8/6/2025,26,468
11,3/1/2025,30,600
5,9/8/2025,37,777
17,7/2/2025,43,1075
11,9/22/2025,61,1403
9,6/19/2025,63,1197
25,6/2/2025,38,798
23,4/14/2025,53,1060
16,5/5/2025,45,675
2,4/8/2025,42,924
22,3/28/2025,37,592
4,7/13/2025,63,1386
4,5/14/2025,28,700
7,12/13/2025,47,799
25,12/18/2025,51,1224
17,3/30/2025,36,720
25,12/10/2025,44,792
23,6/26/2025,24,360
23,6/19/2025,57,969
10,6/25/2025,42,672
21,6/15/2025,44,968
3,11/8/2025,44,792
4,10/4/2025,36,720
9,5/24/2025,45,855
9,2/26/2025,52,988
8,9/27/2025,47,705
22,4/28/2025,29,609
8,12/12/2025,28,476
25,11/11/2025,53,1166
19,6/19/2025,54,1242
3,10/12/2025,56,1232
20,2/27/2025,26,494
14,7/9/2025,48,1056
11,9/7/2025,36,540
15,10/31/2025,34,782
5,8/2/2025,40,920
18,6/2/2025,48,1152
25,1/1/2025,60,1200
13,6/9/2025,56,840
1,10/16/2025,53,1060
12,7/8/2025,44,1056
21,10/13/2025,37,814
13,9/18/2025,62,1302
19,5/19/2025,25,500
21,5/1/2025,24,528
14,1/4/2025,46,690
16,12/20/2025,39,936
20,4/13/2025,63,1575
10,12/5/2025,38,570
23,5/21/2025,48,912
19,5/7/2025,63,1008
6,6/13/2025,31,527
8,5/16/2025,44,704
10,1/3/2025,48,816
1,10/12/2025,35,875
25,9/12/2025,24,360
11,9/3/2025,50,1200
24,8/5/2025,27,648
24,4/21/2025,57,1368
11,9/29/2025,37,592
6,1/29/2025,57,1425
7,3/16/2025,64,1088
18,8/10/2025,47,987
13,9/20/2025,59,1121
25,12/8/2025,50,1000
12,9/18/2025,59,1062
10,10/13/2025,24,360
15,1/13/2025,58,1218
6,4/20/2025,29,638
16,10/12/2025,50,800
20,2/20/2025,62,1240
6,1/13/2025,49,833
15,11/7/2025,32,736
17,6/26/2025,41,738
15,11/30/2025,46,874
14,3/3/2025,49,931
18,11/14/2025,51,969
11,4/7/2025,34,578
21,4/20/2025,41,902
15,4/5/2025,48,1008
13,9/17/2025,44,792
5,10/15/2025,59,1416
11,4/5/2025,52,884
10,7/15/2025,40,800
3,1/4/2025,27,513
7,7/17/2025,64,1344
1,1/13/2025,49,1176
19,10/12/2025,59,1239
8,7/24/2025,29,580
14,12/9/2025,53,901
17,12/19/2025,34,680
25,12/31/2025,33,792
24,5/11/2025,60,960
14,4/15/2025,59,1357
17,2/28/2025,38,798
5,2/9/2025,41,820
6,12/27/2025,52,832
1,11/24/2025,32,800
4,2/11/2025,58,1102
5,7/31/2025,38,798
7,4/27/2025,27,621
18,8/23/2025,46,1104
4,11/22/2025,44,792
15,10/24/2025,63,945
21,2/2/2025,38,950
3,3/4/2025,49,1127
5,6/14/2025,64,1280
20,6/21/2025,27,540
5,9/27/2025,33,561
14,11/15/2025,50,1050
5,10/23/2025,39,624
3,11/21/2025,42,1008
14,12/13/2025,29,464
4,10/27/2025,58,1160
12,8/28/2025,59,1121
8,1/23/2025,40,920
8,6/29/2025,49,980
21,3/18/2025,39,780
9,6/19/2025,53,1272
8,9/18/2025,44,880
2,3/10/2025,27,621
24,10/29/2025,30,750
7,1/26/2025,35,805
9,12/19/2025,27,486
21,4/18/2025,41,615
22,3/16/2025,33,759
8,10/20/2025,53,1219
8,4/29/2025,28,644
21,1/14/2025,64,1088
14,9/3/2025,64,960
16,7/23/2025,62,1364
18,3/12/2025,41,943
18,8/15/2025,63,1008
14,12/14/2025,54,810
14,4/16/2025,24,384
4,4/26/2025,29,638
25,11/12/2025,63,1008
20,2/5/2025,24,408
3,9/7/2025,49,882
4,2/7/2025,51,867
8,5/8/2025,53,795
19,5/10/2025,33,528
2,10/28/2025,47,1034
11,1/30/2025,26,650
5,2/25/2025,55,1155
17,3/13/2025,25,450
6,11/19/2025,35,735
24,9/1/2025,62,1488
20,6/25/2025,40,600
20,8/17/2025,63,1323
6,1/31/2025,45,765
25,5/23/2025,35,805
22,12/7/2025,27,513
20,12/10/2025,42,630
20,5/8/2025,64,960
18,10/20/2025,60,1380
23,10/2/2025,27,513
24,3/17/2025,35,630
20,6/10/2025,24,408
21,6/23/2025,62,1550
14,6/27/2025,59,1475
19,8/8/2025,32,512
10,4/14/2025,42,882
8,6/10/2025,26,468
8,7/31/2025,40,640
20,9/3/2025,57,1425
10,5/10/2025,58,928
15,8/1/2025,47,987
18,2/9/2025,46,966
1,11/1/2025,38,722
4,5/29/2025,41,615
16,6/28/2025,60,900
17,4/5/2025,30,600
11,8/25/2025,25,600
23,1/26/2025,47,1175
20,1/25/2025,47,705
2,7/9/2025,38,722
12,1/25/2025,34,714
6,6/4/2025,63,945
20,9/22/2025,41,861
5,2/27/2025,32,736
3,2/9/2025,61,1464
20,9/10/2025,59,1416
8,3/25/2025,49,833
16,7/28/2025,33,792
22,11/1/2025,42,630
14,9/25/2025,25,625
12,6/18/2025,60,900
13,6/29/2025,57,1140
10,2/23/2025,32,544
3,8/4/2025,26,468
17,9/1/2025,28,588
9,3/18/2025,54,810
4,5/2/2025,33,759
8,1/16/2025,45,990
24,6/7/2025,43,1075
14,7/2/2025,43,1032
6,5/3/2025,35,630
16,11/4/2025,39,624
22,12/3/2025,63,1512
7,4/2/2025,42,714
25,9/5/2025,35,595
16,9/2/2025,53,1060
15,3/13/2025,64,1344
15,2/20/2025,53,901
5,7/4/2025,48,720
1,3/20/2025,39,819
9,10/30/2025,44,704
5,10/20/2025,27,648
4,1/20/2025,47,1081
3,9/20/2025,43,1075
23,3/9/2025,25,600
8,5/12/2025,27,405
23,10/11/2025,43,688
18,2/3/2025,49,980
20,7/9/2025,48,1200
14,6/20/2025,49,931
8,7/22/2025,46,1104
12,12/13/2025,24,408
14,2/27/2025,61,1281
23,9/2/2025,39,858
12,8/11/2025,62,1426
15,10/16/2025,31,589
24,3/4/2025,52,936
21,6/15/2025,34,816
21,11/12/2025,47,846
2,12/26/2025,35,875
8,3/22/2025,32,640
9,6/16/2025,52,1092
16,10/22/2025,27,567
9,3/19/2025,59,944
20,9/7/2025,58,1044
13,7/4/2025,36,612
22,9/15/2025,47,1081
5,4/25/2025,43,1032
4,12/3/2025,27,540
7,11/22/2025,39,936
22,10/22/2025,59,1416
24,10/20/2025,44,836
14,8/18/2025,59,885
6,9/20/2025,46,966
8,4/16/2025,49,1225
3,3/2/2025,27,648
22,7/30/2025,33,693
18,2/17/2025,60,960
11,12/2/2025,28,420
8,9/1/2025,51,816
3,4/3/2025,48,960
3,2/8/2025,32,736
6,9/26/2025,28,504
14,6/9/2025,34,544
11,1/6/2025,41,738
13,6/21/2025,50,1050
11,4/7/2025,25,575
19,4/26/2025,57,912
24,10/4/2025,58,1218
10,10/4/2025,46,966
23,9/16/2025,54,972
21,1/2/2025,51,1020
10,4/19/2025,24,480
6,4/28/2025,57,1425
8,6/29/2025,24,576
10,2/16/2025,31,651
12,7/25/2025,32,768
5,1/31/2025,63,1512
25,6/22/2025,58,1102
7,3/6/2025,34,612
22,9/7/2025,27,594
13,2/7/2025,25,550
24,4/16/2025,35,595
1,1/19/2025,42,840
1,3/28/2025,37,592
19,5/15/2025,40,880
22,8/17/2025,57,1083
1,4/23/2025,41,1025
1,3/16/2025,41,861
19,10/15/2025,32,544
