transaction_id,store_id,product_id,quantity,transaction_date
1963,18,90,3,9/25/2025
1964,4,40,3,4/13/2025
1965,10,56,2,5/7/2025
1966,20,1,4,7/13/2025
1967,16,71,2,1/19/2025
1968,4,62,4,2/20/2025
1969,9,75,2,7/25/2025
1970,21,48,4,12/29/2025
1971,8,47,1,8/13/2025
1972,20,12,3,11/25/2025
1973,10,15,4,10/3/2025
1974,9,78,2,1/4/2025
1975,1,42,2,10/13/2025
1976,7,63,2,10/23/2025
1977,11,12,3,11/29/2025
1978,20,92,4,3/24/2025
1979,19,57,3,5/23/2025
1980,15,33,4,9/24/2025
1981,23,77,1,8/1/2025
1982,5,47,1,12/7/2025
1983,23,15,4,5/31/2025
1984,19,42,2,9/19/2025
1985,8,17,3,5/26/2025
1986,24,29,2,1/20/2025
1987,20,42,4,5/24/2025
1988,4,39,2,8/28/2025
1989,11,81,1,7/26/2025
1990,12,49,4,8/2/2025
1991,25,77,2,1/5/2025
1992,24,36,1,7/21/2025
1993,2,82,1,11/30/2025
1994,24,11,2,9/11/2025
1995,6,48,4,4/4/2025
1996,4,21,3,4/20/2025
1997,2,2,3,12/19/2025
1998,24,15,4,9/2/2025
1999,15,97,4,3/14/2025
2000,6,34,4,6/25/2025
2001,3,8,4,1/18/2025
2002,15,36,3,6/4/2025
2003,4,57,3,4/13/2025
2004,17,49,1,8/30/2025
2005,13,25,4,4/11/2025
2006,2,54,4,6/21/2025
2007,12,52,1,8/6/2025
2008,16,67,3,1/4/2025
2009,1,77,2,12/22/2025
2010,9,52,3,9/24/2025
2011,17,27,2,3/19/2025
2012,13,93,3,2/28/2025
2013,24,49,4,11/9/2025
2014,20,2,3,2/4/2025
2015,16,42,3,11/29/2025
2016,11,95,2,8/16/2025
2017,25,38,3,8/9/2025
2018,8,41,1,5/1/2025
2019,19,9,4,5/16/2025
2020,12,96,3,12/12/2025
2021,18,48,4,7/1/2025
2022,6,47,3,12/3/2025
2023,11,46,2,6/13/2025
2024,14,61,1,5/12/2025
2025,12,57,4,2/21/2025
2026,3,98,1,11/21/2025
2027,21,9,4,6/16/2025
2028,21,51,1,7/24/2025
2029,1,82,4,1/3/2025
2030,1,20,4,2/15/2025
2031,9,41,1,10/5/2025
2032,11,92,1,5/31/2025
2033,2,81,4,5/13/2025
2034,9,56,2,11/15/2025
2035,22,68,1,1/23/2025
2036,1,26,3,7/15/2025
2037,25,47,3,3/15/2025
2038,5,61,1,3/28/2025
2039,19,54,2,8/3/2025
2040,22,41,4,11/13/2025
2041,14,93,1,3/18/2025
2042,23,95,1,11/13/2025
2043,19,15,2,4/13/2025
2044,3,49,1,12/3/2025
2045,10,67,2,3/28/2025
2046,8,70,1,10/24/2025
2047,9,100,3,12/9/2025
2048,13,92,3,9/24/2025
2049,6,86,1,7/18/2025
2050,9,9,1,1/19/2025
2051,17,4,3,10/19/2025
2052,11,97,2,3/17/2025
2053,12,52,2,6/5/2025
2054,23,54,1,2/11/2025
2055,7,88,2,4/5/2025
2056,25,6,3,3/13/2025
2057,2,10,4,4/14/2025
2058,17,16,3,10/21/2025
2059,1,65,2,4/2/2025
2060,7,62,1,4/27/2025
2061,4,34,4,9/11/2025
2062,20,72,1,3/16/2025
2063,11,39,3,11/13/2025
2064,11,45,2,2/27/2025
2065,2,43,2,1/23/2025
2066,22,85,1,5/24/2025
2067,22,55,2,11/21/2025
2068,14,43,1,3/7/2025
2069,21,99,3,5/26/2025
2070,9,30,3,7/23/2025
2071,10,83,1,4/15/2025
2072,24,77,2,4/22/2025
2073,2,99,2,6/30/2025
2074,21,34,2,6/22/2025
2075,23,53,4,5/24/2025
2076,25,27,2,11/5/2025
2077,9,83,1,11/5/2025
2078,20,8,2,8/10/2025
2079,18,52,3,10/15/2025
2080,14,25,2,10/11/2025
2081,11,35,3,9/26/2025
2082,2,92,2,10/22/2025
2083,3,5,4,3/30/2025
2084,25,94,3,4/8/2025
2085,13,62,1,7/5/2025
2086,11,42,3,5/8/2025
2087,16,58,1,4/19/2025
2088,17,58,4,6/11/2025
2089,16,58,1,9/19/2025
2090,4,55,2,5/1/2025
2091,15,50,4,12/6/2025
2092,17,43,3,10/18/2025
2093,6,53,2,8/20/2025
2094,12,81,4,6/1/2025
2095,16,84,2,12/16/2025
2096,16,38,3,10/13/2025
2097,25,90,1,5/4/2025
2098,7,26,4,9/25/2025
2099,5,39,3,5/15/2025
2100,17,57,4,3/24/2025
2101,16,39,4,6/12/2025
2102,7,21,1,7/8/2025
2103,25,30,3,3/19/2025
2104,15,81,1,7/1/2025
2105,24,18,3,10/14/2025
2106,2,35,3,9/11/2025
2107,10,58,3,5/13/2025
2108,10,10,3,9/30/2025
2109,20,73,1,3/17/2025
2110,9,61,2,6/7/2025
2111,20,61,1,11/22/2025
2112,15,18,2,4/18/2025
2113,7,61,4,9/18/2025
2114,8,19,4,3/31/2025
2115,9,31,2,1/15/2025
2116,21,65,1,10/27/2025
2117,25,41,3,9/22/2025
2118,7,59,1,4/25/2025
2119,22,85,2,4/23/2025
2120,24,99,4,4/10/2025
2121,2,16,1,2/12/2025
2122,11,15,4,1/8/2025
2123,1,36,4,9/26/2025
2124,1,11,2,2/9/2025
2125,11,27,1,2/22/2025
2126,24,62,2,11/23/2025
2127,20,43,1,12/18/2025
2128,16,40,1,5/17/2025
2129,25,25,3,6/23/2025
2130,6,13,4,9/20/2025
2131,13,81,1,10/14/2025
2132,6,84,3,4/28/2025
2133,7,70,1,9/9/2025
2134,8,35,2,3/5/2025
2135,10,52,4,7/24/2025
2136,12,18,1,1/13/2025
2137,18,21,1,1/7/2025
2138,7,34,4,9/7/2025
2139,7,92,2,2/25/2025
2140,13,2,2,5/11/2025
2141,6,78,1,12/9/2025
2142,6,21,3,10/27/2025
2143,24,5,2,1/30/2025
2144,9,21,3,11/19/2025
2145,1,2,1,5/13/2025
2146,19,99,1,3/24/2025
2147,16,22,3,6/26/2025
2148,3,43,4,7/15/2025
2149,9,45,1,10/23/2025
2150,13,93,4,1/15/2025
2151,24,1,4,11/13/2025
2152,4,40,4,10/8/2025
2153,10,59,4,8/15/2025
2154,22,49,1,1/16/2025
2155,24,51,3,10/12/2025
2156,18,34,3,9/2/2025
2157,7,89,3,12/30/2025
2158,13,43,2,10/4/2025
2159,21,13,4,10/26/2025
2160,24,18,4,3/21/2025
2161,14,34,1,4/7/2025
2162,14,57,3,1/20/2025
2163,11,94,4,4/20/2025
2164,12,73,3,1/16/2025
2165,2,87,1,4/22/2025
2166,11,91,3,6/7/2025
2167,22,54,3,10/16/2025
2168,12,65,3,6/8/2025
2169,2,26,1,4/29/2025
2170,18,30,4,9/29/2025
2171,7,81,1,2/17/2025
2172,9,54,4,5/14/2025
2173,11,6,2,2/26/2025
2174,7,12,3,5/30/2025
2175,23,74,3,8/15/2025
2176,3,34,2,7/8/2025
2177,8,95,4,4/9/2025
2178,9,93,3,10/18/2025
2179,1,93,2,2/13/2025
2180,19,36,1,11/28/2025
2181,9,17,4,3/10/2025
2182,8,95,3,12/1/2025
2183,1,53,3,9/18/2025
2184,10,45,2,6/23/2025
2185,13,80,1,4/18/2025
2186,13,9,4,3/5/2025
2187,20,78,4,4/12/2025
2188,12,49,1,1/28/2025
2189,2,5,2,7/30/2025
2190,8,78,3,4/27/2025
2191,9,10,1,8/3/2025
2192,7,92,1,10/8/2025
2193,8,1,3,7/1/2025
2194,14,86,4,10/29/2025
2195,8,44,1,11/6/2025
2196,1,26,1,10/11/2025
2197,10,73,4,8/5/2025
2198,12,91,4,2/22/2025
2199,25,67,2,2/22/2025
2200,8,94,2,8/2/2025
2201,14,78,3,3/25/2025
2202,15,82,2,6/8/2025
2203,2,5,3,9/4/2025
2204,20,100,2,11/13/2025
2205,5,83,1,1/14/2025
2206,21,18,1,2/7/2025
2207,16,26,3,12/19/2025
2208,9,7,4,6/3/2025
2209,5,9,4,8/25/2025
2210,23,24,4,2/4/2025
2211,16,17,4,12/30/2025
2212,25,32,3,11/4/2025
2213,1,4,4,8/20/2025
2214,3,60,3,12/29/2025
2215,3,91,2,11/17/2025
2216,16,77,3,10/25/2025
2217,24,10,3,5/24/2025
2218,9,84,1,1/14/2025
2219,14,19,3,12/27/2025
2220,9,38,3,11/20/2025
2221,20,70,3,10/28/2025
2222,8,74,1,5/31/2025
2223,21,56,4,7/6/2025
2224,15,12,2,4/18/2025
2225,9,84,4,6/12/2025
2226,11,94,3,8/29/2025
2227,5,32,2,9/9/2025
2228,2,52,4,11/28/2025
2229,9,58,4,2/6/2025
2230,7,67,1,6/28/2025
2231,14,7,1,12/1/2025
2232,9,26,2,6/11/2025
2233,19,56,2,4/16/2025
2234,12,68,2,1/6/2025
2235,13,60,1,12/1/2025
2236,14,3,3,9/11/2025
2237,3,34,1,1/31/2025
2238,23,64,2,7/19/2025
2239,7,74,2,10/26/2025
2240,4,44,4,6/23/2025
2241,17,45,3,3/21/2025
2242,11,86,2,3/20/2025
2243,14,49,1,5/18/2025
2244,5,79,4,12/21/2025
2245,21,61,4,12/25/2025
2246,21,93,4,5/3/2025
2247,25,16,4,6/11/2025
2248,11,40,1,4/24/2025
2249,7,7,4,3/8/2025
2250,16,52,4,3/20/2025
2251,6,58,1,6/7/2025
2252,4,36,1,4/23/2025
2253,25,48,4,1/14/2025
2254,19,98,3,7/26/2025
2255,7,16,4,2/4/2025
2256,3,19,2,11/28/2025
2257,20,46,2,11/11/2025
2258,21,34,3,8/6/2025
2259,23,28,3,8/19/2025
2260,15,13,4,10/29/2025
2261,22,33,2,5/22/2025
2262,20,17,2,11/3/2025
2263,8,82,1,12/8/2025
2264,14,37,1,3/28/2025
2265,25,23,2,9/10/2025
2266,21,9,2,6/29/2025
2267,20,50,1,3/1/2025
2268,3,94,3,6/5/2025
2269,16,83,1,5/20/2025
2270,10,20,4,3/20/2025
2271,20,12,4,10/25/2025
2272,9,53,3,1/11/2025
2273,17,95,2,8/14/2025
2274,15,83,1,9/11/2025
2275,25,98,4,5/3/2025
2276,2,83,4,9/26/2025
2277,16,30,1,8/13/2025
2278,12,86,4,9/12/2025
2279,19,11,4,10/30/2025
2280,16,62,1,7/18/2025
2281,10,68,2,9/8/2025
2282,22,35,3,5/25/2025
2283,25,56,3,4/8/2025
2284,8,76,2,7/13/2025
2285,3,49,3,1/9/2025
2286,5,75,1,5/2/2025
2287,22,84,3,6/18/2025
2288,6,22,3,9/16/2025
2289,3,85,2,5/6/2025
2290,22,33,2,2/25/2025
2291,11,79,1,1/5/2025
2292,15,21,4,10/25/2025
2293,17,35,1,5/9/2025
2294,11,74,4,2/5/2025
2295,3,23,1,7/16/2025
2296,7,12,4,8/28/2025
2297,23,78,4,2/1/2025
2298,24,23,4,5/7/2025
2299,2,49,2,1/25/2025
2300,12,55,2,1/24/2025
2301,4,76,1,7/3/2025
2302,5,21,1,4/18/2025
2303,11,93,2,7/16/2025
2304,15,23,3,5/26/2025
2305,22,26,3,1/3/2025
2306,7,72,4,8/12/2025
2307,10,79,2,3/7/2025
2308,19,88,3,8/24/2025
2309,7,92,3,1/20/2025
2310,11,31,2,12/7/2025
2311,9,49,1,8/7/2025
2312,15,45,1,10/9/2025
2313,25,86,3,1/17/2025
2314,16,11,4,2/13/2025
2315,5,4,4,2/16/2025
2316,5,1,3,8/31/2025
2317,7,69,2,2/16/2025
2318,1,47,2,10/7/2025
2319,7,10,2,1/29/2025
2320,21,25,4,1/29/2025
2321,1,45,2,3/29/2025
2322,18,22,3,1/11/2025
2323,23,5,1,5/25/2025
2324,6,4,2,5/29/2025
2325,20,70,1,12/6/2025
2326,3,12,2,7/2/2025
2327,4,60,2,9/17/2025
2328,20,6,3,3/31/2025
2329,18,26,3,4/19/2025
2330,22,72,2,10/11/2025
2331,16,36,3,3/25/2025
2332,14,48,2,11/21/2025
2333,25,55,4,4/27/2025
2334,13,92,3,6/11/2025
2335,25,53,1,11/5/2025
2336,5,59,2,5/26/2025
2337,24,7,1,6/18/2025
2338,16,49,4,3/14/2025
2339,3,31,1,1/30/2025
2340,16,37,4,8/1/2025
2341,5,3,2,3/21/2025
2342,11,93,1,4/2/2025
2343,10,78,2,12/19/2025
2344,23,67,2,9/17/2025
2345,15,24,2,8/6/2025
2346,7,23,4,1/7/2025
2347,18,12,1,12/5/2025
2348,22,5,2,12/12/2025
2349,20,61,4,11/6/2025
2350,11,76,1,7/25/2025
2351,3,98,1,9/8/2025
2352,20,42,3,6/5/2025
2353,8,90,3,2/15/2025
2354,15,81,1,5/5/2025
2355,2,89,2,5/4/2025
2356,6,20,4,7/30/2025
2357,16,35,1,12/13/2025
2358,3,19,2,7/11/2025
2359,6,54,3,9/10/2025
2360,25,28,4,12/31/2025
2361,3,24,1,9/2/2025
2362,11,38,1,4/5/2025
2363,23,98,1,5/22/2025
2364,24,13,3,2/12/2025
2365,17,97,1,1/20/2025
2366,16,44,2,12/3/2025
2367,8,99,1,7/10/2025
2368,9,36,3,3/17/2025
2369,2,26,2,9/17/2025
2370,2,15,3,5/5/2025
2371,22,96,1,12/9/2025
2372,7,73,1,4/11/2025
2373,1,21,3,11/12/2025
2374,5,14,1,7/8/2025
2375,6,72,2,10/27/2025
2376,24,84,1,7/31/2025
2377,9,97,2,1/1/2025
2378,5,26,1,8/25/2025
2379,10,93,3,12/29/2025
2380,7,59,1,7/27/2025
2381,16,74,4,4/27/2025
2382,17,36,1,4/5/2025
2383,13,57,1,3/16/2025
2384,12,28,2,11/9/2025
2385,5,71,1,10/16/2025
2386,14,73,1,7/7/2025
2387,19,40,3,7/12/2025
2388,18,13,1,10/1/2025
2389,7,16,3,10/3/2025
2390,11,57,2,9/4/2025
2391,2,54,3,4/5/2025
2392,7,10,4,10/30/2025
2393,20,75,1,9/8/2025
2394,22,38,4,2/9/2025
2395,1,16,1,10/22/2025
2396,24,3,3,4/26/2025
2397,2,16,4,12/26/2025
2398,1,39,4,8/28/2025
2399,2,5,4,1/17/2025
2400,6,46,1,6/19/2025
2401,8,73,1,10/16/2025
2402,4,49,2,1/23/2025
2403,25,76,4,3/29/2025
2404,15,28,4,5/13/2025
2405,15,99,2,8/17/2025
2406,16,72,4,7/13/2025
2407,4,72,4,4/9/2025
2408,16,59,4,8/13/2025
2409,8,44,2,6/27/2025
2410,21,38,1,9/30/2025
2411,16,25,2,4/6/2025
2412,8,34,4,10/5/2025
2413,17,39,2,3/5/2025
2414,3,18,1,3/30/2025
2415,5,40,1,11/3/2025
2416,15,45,3,3/19/2025
2417,25,58,4,12/13/2025
2418,15,35,2,11/3/2025
2419,23,85,1,8/7/2025
2420,12,35,3,9/16/2025
2421,1,57,2,1/16/2025
2422,20,58,4,6/2/2025
2423,25,91,2,7/11/2025
2424,10,33,3,5/4/2025
2425,17,79,3,7/24/2025
2426,15,42,4,9/16/2025
2427,5,25,1,3/26/2025
2428,19,68,4,11/16/2025
2429,15,97,1,8/6/2025
2430,20,33,1,5/26/2025
2431,12,33,4,7/21/2025
2432,8,98,3,2/20/2025
2433,22,65,2,8/18/2025
2434,24,97,4,12/13/2025
2435,21,65,3,10/28/2025
2436,24,17,3,5/2/2025
2437,16,72,4,6/9/2025
2438,17,88,1,7/31/2025
2439,12,7,2,1/12/2025
2440,14,19,1,3/10/2025
2441,23,57,1,1/2/2025
2442,9,23,1,9/13/2025
2443,20,6,4,5/15/2025
2444,18,54,4,9/17/2025
2445,2,37,2,5/16/2025
2446,16,20,3,12/31/2025
2447,9,93,2,6/26/2025
2448,6,81,3,10/9/2025
2449,16,80,2,4/18/2025
2450,23,53,3,4/18/2025
2451,4,34,1,2/7/2025
2452,23,9,3,4/17/2025
2453,10,17,1,10/22/2025
2454,23,88,1,9/16/2025
2455,13,4,2,11/20/2025
2456,20,21,1,9/10/2025
2457,23,57,1,10/17/2025
2458,23,85,1,2/10/2025
2459,20,51,2,5/20/2025
2460,1,32,4,11/25/2025
2461,16,90,4,7/4/2025
2462,5,31,2,3/27/2025
2463,16,85,2,11/10/2025
2464,21,9,1,7/24/2025
2465,6,26,4,11/1/2025
2466,1,28,3,11/24/2025
2467,23,33,4,7/21/2025
2468,14,74,4,5/1/2025
2469,24,26,4,9/16/2025
2470,22,65,2,1/24/2025
2471,12,89,2,10/6/2025
2472,17,89,2,1/16/2025
2473,10,41,1,5/8/2025
2474,3,96,3,6/26/2025
2475,6,60,2,5/24/2025
2476,11,81,4,5/19/2025
2477,17,35,4,8/10/2025
2478,15,32,2,2/11/2025
2479,24,45,3,3/22/2025
2480,2,26,3,12/24/2025
2481,21,59,4,4/4/2025
2482,25,27,3,10/21/2025
2483,13,72,2,2/21/2025
2484,24,62,4,1/31/2025
2485,12,86,1,10/31/2025
2486,13,66,2,4/29/2025
2487,21,64,2,2/7/2025
2488,25,35,4,8/20/2025
2489,9,35,1,11/12/2025
2490,21,40,3,7/6/2025
2491,24,15,1,1/16/2025
2492,12,85,4,5/11/2025
2493,15,100,2,2/10/2025
2494,23,57,4,12/30/2025
2495,14,26,4,10/31/2025
2496,13,28,1,8/11/2025
2497,18,30,3,10/10/2025
2498,16,83,1,2/13/2025
2499,15,52,4,5/8/2025
2500,5,1,2,4/27/2025
2501,16,28,3,7/9/2025
2502,21,62,1,9/26/2025
2503,8,49,3,8/14/2025
2504,19,77,1,2/20/2025
2505,9,49,1,11/11/2025
2506,2,16,1,10/23/2025
2507,6,38,1,3/29/2025
2508,11,87,2,3/26/2025
2509,9,38,2,2/3/2025
2510,4,7,1,11/9/2025
2511,8,96,2,12/14/2025
2512,11,65,2,3/9/2025
2513,23,47,1,3/7/2025
2514,4,33,1,10/12/2025
2515,4,45,4,8/13/2025
2516,6,31,2,11/14/2025
2517,21,87,2,10/29/2025
2518,8,35,2,4/20/2025
2519,23,71,1,3/11/2025
2520,25,71,4,3/30/2025
2521,8,41,2,4/11/2025
2522,4,94,2,4/6/2025
2523,6,11,2,10/2/2025
2524,14,53,3,5/29/2025
2525,20,5,3,3/8/2025
2526,8,3,2,9/20/2025
2527,15,7,3,3/17/2025
2528,9,39,3,1/5/2025
2529,11,41,2,2/15/2025
2530,2,61,3,3/10/2025
2531,23,17,2,11/13/2025
2532,16,65,1,7/5/2025
2533,7,10,4,7/19/2025
2534,21,35,3,2/14/2025
2535,6,66,1,6/13/2025
2536,21,52,2,9/27/2025
2537,22,41,3,8/8/2025
2538,22,96,1,9/9/2025
2539,15,12,2,11/29/2025
2540,1,1,2,7/17/2025
2541,24,48,3,1/15/2025
2542,11,37,2,6/27/2025
2543,22,91,3,4/18/2025
2544,3,37,3,12/10/2025
2545,4,56,4,1/3/2025
2546,4,71,1,8/25/2025
2547,6,70,1,4/13/2025
2548,10,23,4,7/9/2025
2549,15,84,4,10/19/2025
2550,21,25,4,8/18/2025
2551,20,71,3,10/21/2025
2552,1,25,2,9/13/2025
2553,8,86,4,12/7/2025
2554,12,94,3,1/2/2025
2555,22,65,2,12/18/2025
2556,2,7,4,5/29/2025
2557,14,46,4,8/10/2025
2558,16,33,2,12/5/2025
2559,15,41,2,11/18/2025
2560,6,85,2,7/29/2025
2561,25,23,3,4/14/2025
2562,17,78,1,2/22/2025
2563,7,4,1,12/2/2025
2564,20,1,2,10/9/2025
2565,16,80,4,2/9/2025
2566,15,79,2,8/11/2025
2567,8,88,4,1/8/2025
2568,12,40,1,11/15/2025
2569,22,36,3,8/20/2025
2570,2,71,4,12/7/2025
2571,11,37,2,8/21/2025
2572,25,16,1,1/13/2025
2573,19,42,4,10/25/2025
2574,16,39,4,4/3/2025
2575,5,2,2,9/25/2025
2576,5,71,3,10/26/2025
2577,15,48,4,6/3/2025
2578,22,52,4,2/1/2025
2579,10,20,2,11/21/2025
2580,21,39,1,7/19/2025
2581,7,97,2,11/26/2025
2582,19,50,4,1/20/2025
2583,4,91,2,10/26/2025
2584,3,55,3,11/22/2025
2585,17,92,1,6/14/2025
2586,5,8,3,12/23/2025
2587,15,6,4,1/19/2025
2588,7,84,1,8/10/2025
2589,16,45,3,10/21/2025
2590,14,93,2,6/1/2025
2591,13,92,1,9/9/2025
2592,14,94,4,9/5/2025
2593,9,89,4,10/16/2025
2594,12,55,4,2/21/2025
2595,24,38,2,8/26/2025
2596,17,62,3,7/15/2025
2597,22,26,4,10/15/2025
2598,21,64,4,7/18/2025
2599,17,22,4,3/10/2025
2600,16,51,4,6/26/2025
2601,10,9,4,8/11/2025
2602,7,93,1,9/25/2025
2603,13,36,3,12/2/2025
2604,22,26,4,4/8/2025
2605,23,47,3,5/12/2025
2606,22,69,3,9/27/2025
2607,19,80,1,4/9/2025
2608,20,82,2,4/5/2025
2609,1,69,4,8/16/2025
2610,10,74,3,5/23/2025
2611,24,64,1,11/27/2025
2612,24,57,3,6/25/2025
2613,2,43,3,9/13/2025
2614,24,11,4,1/30/2025
2615,13,70,3,4/14/2025
2616,13,97,1,7/4/2025
2617,21,63,4,1/10/2025
2618,17,29,3,9/22/2025
2619,20,8,4,6/7/2025
2620,11,96,4,4/2/2025
2621,5,60,1,8/14/2025
2622,11,11,4,6/3/2025
2623,18,15,4,9/30/2025
2624,15,100,1,10/31/2025
2625,4,8,2,3/29/2025
2626,6,16,1,5/18/2025
2627,5,54,3,10/11/2025
2628,9,83,4,12/2/2025
2629,21,96,4,7/5/2025
2630,23,35,3,1/23/2025
2631,7,99,2,12/27/2025
2632,18,90,1,6/3/2025
2633,22,97,1,10/16/2025
2634,1,63,3,8/18/2025
2635,1,24,4,6/2/2025
2636,7,97,2,3/14/2025
2637,11,62,2,1/8/2025
2638,6,4,3,9/9/2025
2639,8,57,3,11/11/2025
2640,13,72,1,8/15/2025
2641,9,2,4,3/31/2025
2642,16,91,2,3/15/2025
2643,4,49,2,12/3/2025
2644,9,32,1,3/8/2025
2645,1,98,2,8/17/2025
2646,21,7,3,11/8/2025
2647,17,37,3,2/4/2025
2648,1,29,4,9/17/2025
2649,14,7,1,6/28/2025
2650,4,73,1,7/2/2025
2651,1,7,3,12/30/2025
2652,18,90,2,6/21/2025
2653,4,22,2,3/24/2025
2654,10,51,3,5/3/2025
2655,25,10,3,3/25/2025
2656,15,16,3,1/7/2025
2657,23,96,4,8/13/2025
2658,21,28,4,9/8/2025
2659,9,6,1,2/9/2025
2660,14,37,2,7/20/2025
2661,3,5,4,7/2/2025
2662,6,86,1,1/2/2025
2663,8,52,2,3/12/2025
2664,25,93,2,6/10/2025
2665,11,8,4,12/24/2025
2666,19,4,1,4/19/2025
2667,7,89,3,3/8/2025
2668,25,77,3,8/27/2025
2669,19,83,3,3/21/2025
2670,16,39,3,1/27/2025
2671,2,77,4,10/5/2025
2672,10,17,3,9/9/2025
2673,22,35,4,6/25/2025
2674,4,94,2,5/31/2025
2675,7,20,3,3/31/2025
2676,24,98,3,2/14/2025
2677,7,13,1,10/5/2025
2678,13,95,4,11/23/2025
2679,20,2,2,12/21/2025
2680,11,40,1,1/19/2025
2681,14,54,3,11/27/2025
2682,19,19,3,3/25/2025
2683,24,17,3,9/30/2025
2684,16,57,2,6/6/2025
2685,22,88,3,2/1/2025
2686,21,92,3,2/28/2025
2687,24,27,4,4/14/2025
2688,2,63,2,12/15/2025
2689,8,51,3,6/27/2025
2690,18,54,1,3/3/2025
2691,1,84,4,4/5/2025
2692,16,67,2,1/4/2025
2693,21,89,2,7/28/2025
2694,11,48,1,6/20/2025
2695,13,11,3,8/16/2025
2696,1,100,4,11/27/2025
2697,3,12,1,4/5/2025
2698,9,30,4,9/9/2025
2699,12,65,2,3/12/2025
2700,8,90,3,2/22/2025
2701,15,34,3,7/24/2025
2702,19,87,1,7/22/2025
2703,7,22,3,8/28/2025
2704,13,31,3,11/9/2025
2705,1,70,4,4/9/2025
2706,18,18,2,7/22/2025
2707,18,64,2,9/1/2025
2708,17,20,1,12/21/2025
2709,4,48,2,2/23/2025
2710,19,92,3,10/6/2025
2711,20,68,3,8/28/2025
2712,8,33,4,1/15/2025
2713,2,62,1,1/5/2025
2714,8,37,1,5/4/2025
2715,6,4,3,12/7/2025
2716,3,61,2,6/22/2025
2717,2,19,3,11/27/2025
2718,22,8,2,5/7/2025
2719,23,26,1,9/13/2025
2720,19,36,2,5/3/2025
2721,1,31,1,6/11/2025
2722,8,49,4,5/10/2025
2723,12,44,2,9/6/2025
2724,3,13,3,11/15/2025
2725,4,99,4,3/17/2025
2726,9,98,1,8/30/2025
2727,3,71,1,9/4/2025
2728,15,42,3,7/12/2025
2729,13,30,2,2/10/2025
2730,1,72,2,10/25/2025
2731,12,18,1,9/5/2025
2732,10,42,3,12/1/2025
2733,24,69,2,8/16/2025
2734,4,75,3,12/8/2025
2735,23,56,4,1/2/2025
2736,9,67,1,8/29/2025
2737,24,5,3,6/7/2025
2738,20,10,3,1/19/2025
2739,14,14,4,1/19/2025
2740,11,7,1,8/8/2025
2741,11,34,2,2/6/2025
2742,7,86,3,1/12/2025
2743,25,7,4,5/25/2025
2744,8,49,2,5/21/2025
2745,6,64,3,3/25/2025
2746,7,18,3,7/27/2025
2747,14,89,4,6/3/2025
2748,8,29,2,7/19/2025
2749,12,94,3,8/8/2025
2750,11,25,3,9/17/2025
2751,22,46,1,11/1/2025
2752,4,85,3,6/9/2025
2753,17,5,1,12/6/2025
2754,3,6,1,1/23/2025
2755,24,48,4,10/1/2025
2756,2,68,3,7/10/2025
2757,14,33,1,12/18/2025
2758,21,38,3,3/8/2025
2759,18,38,2,4/10/2025
2760,24,24,2,2/21/2025
2761,6,14,2,7/11/2025
2762,6,7,4,6/6/2025
2763,11,26,4,7/18/2025
2764,9,17,3,12/27/2025
2765,1,9,1,5/29/2025
2766,1,18,4,9/28/2025
2767,19,58,1,7/17/2025
2768,8,71,1,12/15/2025
2769,1,16,2,3/24/2025
2770,10,71,4,1/22/2025
2771,8,72,1,5/7/2025
2772,14,54,4,12/20/2025
2773,12,27,4,11/28/2025
2774,9,83,3,1/30/2025
2775,1,35,2,2/4/2025
2776,2,57,3,3/30/2025
2777,24,66,1,4/21/2025
2778,22,78,4,3/22/2025
2779,25,85,3,7/15/2025
2780,9,79,1,4/29/2025
2781,2,45,2,7/28/2025
2782,14,13,2,12/19/2025
2783,6,99,4,10/20/2025
2784,17,84,4,10/5/2025
2785,11,65,1,2/1/2025
2786,25,9,2,3/8/2025
2787,19,95,1,6/29/2025
2788,13,18,2,3/19/2025
2789,25,20,3,5/8/2025
2790,16,18,2,2/20/2025
2791,8,62,4,4/14/2025
2792,25,12,1,7/15/2025
2793,15,96,3,10/23/2025
2794,4,43,2,8/30/2025
2795,16,7,4,9/7/2025
2796,17,30,1,5/18/2025
2797,19,27,1,9/7/2025
2798,7,87,4,11/23/2025
2799,7,68,1,10/2/2025
2800,7,75,4,4/21/2025
2801,6,72,3,7/5/2025
2802,15,49,4,1/8/2025
2803,11,10,2,2/16/2025
2804,2,33,3,10/30/2025
2805,21,33,4,1/22/2025
2806,12,29,2,4/16/2025
2807,14,48,1,11/26/2025
2808,12,55,3,6/17/2025
2809,21,93,1,1/26/2025
2810,23,35,1,11/12/2025
2811,22,46,1,4/3/2025
2812,24,1,2,2/6/2025
2813,3,48,4,12/12/2025
2814,14,75,4,10/12/2025
2815,10,78,2,10/30/2025
2816,2,82,2,7/25/2025
2817,19,61,1,8/8/2025
2818,8,66,4,11/9/2025
2819,7,98,4,11/27/2025
2820,23,40,2,1/18/2025
2821,10,66,2,10/9/2025
2822,23,78,2,11/8/2025
2823,8,51,2,1/30/2025
2824,2,58,4,7/27/2025
2825,12,7,2,12/29/2025
2826,23,83,2,2/10/2025
2827,12,76,3,2/3/2025
2828,21,27,3,5/8/2025
2829,9,40,3,4/12/2025
2830,18,56,1,1/6/2025
2831,13,60,3,2/6/2025
2832,15,38,4,3/3/2025
2833,12,95,2,6/8/2025
2834,7,85,3,10/23/2025
2835,22,63,4,9/5/2025
